ProjectName,TeamName,MeasureName,SeriesName,TimePeriod,Team Active Status,Value1,Value2,AbbrevName,Volume,Type,Improvement Cohort,,,original in Extranet,abbrev,Pre work Volume,Type,Improvement Cohort
Joint Replacement Learning Community,Adventist Medical Center,Percent SCIP-Inf-2d Appropriate Antibiotic THA,Adventist Medical Center,4/1/2014 0:00,TRUE,100,,Adventist,314,Community,Managing Across Cycle of Care,,,,,,,
Joint Replacement Learning Community,Adventist Medical Center,Percent SCIP-Inf-2d Appropriate Antibiotic THA,Adventist Medical Center,5/1/2014 0:00,TRUE,100,,Adventist,314,Community,Managing Across Cycle of Care,,,,,,,
Joint Replacement Learning Community,Adventist Medical Center,Percent SCIP-Inf-2d Appropriate Antibiotic THA,Adventist Medical Center,6/1/2014 0:00,TRUE,100,,Adventist,314,Community,Managing Across Cycle of Care,,,,,,,
Joint Replacement Learning Community,Adventist Medical Center,Percent SCIP-Inf-2d Appropriate Antibiotic THA,Adventist Medical Center,7/1/2014 0:00,TRUE,100,,Adventist,314,Community,Managing Across Cycle of Care,,,,,,,
Joint Replacement Learning Community,Adventist Medical Center,Percent SCIP-Inf-2d Appropriate Antibiotic THA,Adventist Medical Center,8/1/2014 0:00,TRUE,100,,Adventist,314,Community,Managing Across Cycle of Care,,,,,,,
Joint Replacement Learning Community,Adventist Medical Center,Percent SCIP-Inf-2d Appropriate Antibiotic THA,Adventist Medical Center,9/1/2014 0:00,TRUE,100,,Adventist,314,Community,Managing Across Cycle of Care,,,,,,,
Joint Replacement Learning Community,Adventist Medical Center,Percent SCIP-Inf-2d Appropriate Antibiotic TKA,Adventist Medical Center,1/1/2014 0:00,TRUE,100,,Adventist,314,Community,Managing Across Cycle of Care,,,,,,,
Joint Replacement Learning Community,Adventist Medical Center,Percent SCIP-Inf-2d Appropriate Antibiotic TKA,Adventist Medical Center,2/1/2014 0:00,TRUE,100,,Adventist,314,Community,Managing Across Cycle of Care,,,,,,,
Joint Replacement Learning Community,Adventist Medical Center,Percent SCIP-Inf-2d Appropriate Antibiotic TKA,Adventist Medical Center,3/1/2014 0:00,TRUE,100,,Adventist,314,Community,Managing Across Cycle of Care,,,,,,,
Joint Replacement Learning Community,Adventist Medical Center,Percent SCIP-Inf-2d Appropriate Antibiotic TKA,Adventist Medical Center,4/1/2014 0:00,TRUE,100,,Adventist,314,Community,Managing Across Cycle of Care,,,,,,,
Joint Replacement Learning Community,Adventist Medical Center,Percent SCIP-Inf-2d Appropriate Antibiotic TKA,Adventist Medical Center,5/1/2014 0:00,TRUE,96,,Adventist,314,Community,Managing Across Cycle of Care,,,,,,,
Joint Replacement Learning Community,Adventist Medical Center,Percent SCIP-Inf-2d Appropriate Antibiotic TKA,Adventist Medical Center,6/1/2014 0:00,TRUE,100,,Adventist,314,Community,Managing Across Cycle of Care,,,,,,,
Joint Replacement Learning Community,Adventist Medical Center,Percent SCIP-Inf-2d Appropriate Antibiotic TKA,Adventist Medical Center,7/1/2014 0:00,TRUE,100,,Adventist,314,Community,Managing Across Cycle of Care,,,,,,,
Joint Replacement Learning Community,Adventist Medical Center,Percent SCIP-Inf-2d Appropriate Antibiotic TKA,Adventist Medical Center,8/1/2014 0:00,TRUE,100,,Adventist,314,Community,Managing Across Cycle of Care,,,,,,,
Joint Replacement Learning Community,Adventist Medical Center,Percent SCIP-Inf-2d Appropriate Antibiotic TKA,Adventist Medical Center,9/1/2014 0:00,TRUE,100,,Adventist,314,Community,Managing Across Cycle of Care,,,,,,,
Joint Replacement Learning Community,Adventist Medical Center,Percent SCIP-Inf-3d Antibiotics stopped at 24 hours THA,Adventist Medical Center,1/1/2014 0:00,TRUE,100,,Adventist,314,Community,Managing Across Cycle of Care,,,,,,,
Joint Replacement Learning Community,Adventist Medical Center,Percent SCIP-Inf-3d Antibiotics stopped at 24 hours THA,Adventist Medical Center,2/1/2014 0:00,TRUE,100,,Adventist,314,Community,Managing Across Cycle of Care,,,,,,,
Joint Replacement Learning Community,Adventist Medical Center,Percent SCIP-Inf-3d Antibiotics stopped at 24 hours THA,Adventist Medical Center,3/1/2014 0:00,TRUE,100,,Adventist,314,Community,Managing Across Cycle of Care,,,,,,,
Joint Replacement Learning Community,Adventist Medical Center,Percent SCIP-Inf-3d Antibiotics stopped at 24 hours THA,Adventist Medical Center,4/1/2014 0:00,TRUE,100,,Adventist,314,Community,Managing Across Cycle of Care,,,,,,,
Joint Replacement Learning Community,Adventist Medical Center,Percent SCIP-Inf-3d Antibiotics stopped at 24 hours THA,Adventist Medical Center,5/1/2014 0:00,TRUE,100,,Adventist,314,Community,Managing Across Cycle of Care,,,,,,,
Joint Replacement Learning Community,Adventist Medical Center,Percent SCIP-Inf-3d Antibiotics stopped at 24 hours THA,Adventist Medical Center,6/1/2014 0:00,TRUE,100,,Adventist,314,Community,Managing Across Cycle of Care,,,,,,,
Joint Replacement Learning Community,Adventist Medical Center,Percent SCIP-Inf-3d Antibiotics stopped at 24 hours THA,Adventist Medical Center,7/1/2014 0:00,TRUE,100,,Adventist,314,Community,Managing Across Cycle of Care,,,,,,,
Joint Replacement Learning Community,Adventist Medical Center,Percent SCIP-Inf-3d Antibiotics stopped at 24 hours THA,Adventist Medical Center,8/1/2014 0:00,TRUE,100,,Adventist,314,Community,Managing Across Cycle of Care,,,,,,,
Joint Replacement Learning Community,Adventist Medical Center,Percent SCIP-Inf-3d Antibiotics stopped at 24 hours THA,Adventist Medical Center,9/1/2014 0:00,TRUE,100,,Adventist,314,Community,Managing Across Cycle of Care,,,,,,,
Joint Replacement Learning Community,Adventist Medical Center,Percent SCIP-Inf-3d Antibiotics stopped at 24 hours TKA,Adventist Medical Center,1/1/2014 0:00,TRUE,100,,Adventist,314,Community,Managing Across Cycle of Care,,,,,,,
Joint Replacement Learning Community,Adventist Medical Center,Percent SCIP-Inf-3d Antibiotics stopped at 24 hours TKA,Adventist Medical Center,2/1/2014 0:00,TRUE,100,,Adventist,314,Community,Managing Across Cycle of Care,,,,,,,
Joint Replacement Learning Community,Adventist Medical Center,Percent SCIP-Inf-3d Antibiotics stopped at 24 hours TKA,Adventist Medical Center,3/1/2014 0:00,TRUE,96,,Adventist,314,Community,Managing Across Cycle of Care,,,,,,,
Joint Replacement Learning Community,Adventist Medical Center,Percent SCIP-Inf-3d Antibiotics stopped at 24 hours TKA,Adventist Medical Center,4/1/2014 0:00,TRUE,100,,Adventist,314,Community,Managing Across Cycle of Care,,,,,,,
Joint Replacement Learning Community,Adventist Medical Center,Percent SCIP-Inf-3d Antibiotics stopped at 24 hours TKA,Adventist Medical Center,5/1/2014 0:00,TRUE,100,,Adventist,314,Community,Managing Across Cycle of Care,,,,,,,
Joint Replacement Learning Community,Adventist Medical Center,Percent SCIP-Inf-3d Antibiotics stopped at 24 hours TKA,Adventist Medical Center,6/1/2014 0:00,TRUE,100,,Adventist,314,Community,Managing Across Cycle of Care,,,,,,,
Joint Replacement Learning Community,Adventist Medical Center,Percent SCIP-Inf-3d Antibiotics stopped at 24 hours TKA,Adventist Medical Center,7/1/2014 0:00,TRUE,100,,Adventist,314,Community,Managing Across Cycle of Care,,,,,,,
Joint Replacement Learning Community,Adventist Medical Center,Percent SCIP-Inf-3d Antibiotics stopped at 24 hours TKA,Adventist Medical Center,8/1/2014 0:00,TRUE,100,,Adventist,314,Community,Managing Across Cycle of Care,,,,,,,
Joint Replacement Learning Community,Adventist Medical Center,Percent SCIP-Inf-3d Antibiotics stopped at 24 hours TKA,Adventist Medical Center,9/1/2014 0:00,TRUE,100,,Adventist,314,Community,Managing Across Cycle of Care,,,,,,,
Joint Replacement Learning Community,Adventist Medical Center,Percent SCIP-VTE-6 Hospital Acquired Potentially-Preventable Venous Thrombolism,Adventist Medical Center,1/1/2014 0:00,TRUE,0,,Adventist,314,Community,Managing Across Cycle of Care,,,,,,,
Joint Replacement Learning Community,Adventist Medical Center,Percent SCIP-VTE-6 Hospital Acquired Potentially-Preventable Venous Thrombolism,Adventist Medical Center,4/1/2014 0:00,TRUE,0,,Adventist,314,Community,Managing Across Cycle of Care,,,,,,,
Joint Replacement Learning Community,Adventist Medical Center,Percent SCIP-VTE-6 Hospital Acquired Potentially-Preventable Venous Thrombolism,Adventist Medical Center,7/1/2014 0:00,TRUE,0,,Adventist,314,Community,Managing Across Cycle of Care,,,,,,,
Joint Replacement Learning Community,Adventist Medical Center,Percent THA Patients with PRO before surgery,Adventist Medical Center,1/1/2014 0:00,TRUE,0,,Adventist,314,Community,Managing Across Cycle of Care,,,,,,,
Joint Replacement Learning Community,Adventist Medical Center,Percent THA Patients with PRO before surgery,Adventist Medical Center,2/1/2014 0:00,TRUE,0,,Adventist,314,Community,Managing Across Cycle of Care,,,,,,,
Joint Replacement Learning Community,Adventist Medical Center,Percent THA Patients with PRO before surgery,Adventist Medical Center,3/1/2014 0:00,TRUE,0,,Adventist,314,Community,Managing Across Cycle of Care,,,,,,,
Joint Replacement Learning Community,Adventist Medical Center,Percent THA Patients with PRO before surgery,Adventist Medical Center,4/1/2014 0:00,TRUE,0,,Adventist,314,Community,Managing Across Cycle of Care,,,,,,,
Joint Replacement Learning Community,Adventist Medical Center,Percent THA Patients with PRO before surgery,Adventist Medical Center,5/1/2014 0:00,TRUE,100,,Adventist,314,Community,Managing Across Cycle of Care,,,,,,,
Joint Replacement Learning Community,Adventist Medical Center,Percent THA Patients with PRO before surgery,Adventist Medical Center,6/1/2014 0:00,TRUE,100,,Adventist,314,Community,Managing Across Cycle of Care,,,,,,,
Joint Replacement Learning Community,Adventist Medical Center,Percent THA Patients with PRO before surgery,Adventist Medical Center,7/1/2014 0:00,TRUE,86,,Adventist,314,Community,Managing Across Cycle of Care,,,,,,,
Joint Replacement Learning Community,Adventist Medical Center,Percent THA Patients with PRO before surgery,Adventist Medical Center,8/1/2014 0:00,TRUE,86,,Adventist,314,Community,Managing Across Cycle of Care,,,,,,,
Joint Replacement Learning Community,Adventist Medical Center,Percent TKA Patients with PRO before surgery,Adventist Medical Center,1/1/2014 0:00,TRUE,0,,Adventist,314,Community,Managing Across Cycle of Care,,,,,,,
Joint Replacement Learning Community,Adventist Medical Center,Percent TKA Patients with PRO before surgery,Adventist Medical Center,2/1/2014 0:00,TRUE,0,,Adventist,314,Community,Managing Across Cycle of Care,,,,,,,
Joint Replacement Learning Community,Adventist Medical Center,Percent TKA Patients with PRO before surgery,Adventist Medical Center,3/1/2014 0:00,TRUE,0,,Adventist,314,Community,Managing Across Cycle of Care,,,,,,,
Joint Replacement Learning Community,Adventist Medical Center,Percent TKA Patients with PRO before surgery,Adventist Medical Center,4/1/2014 0:00,TRUE,0,,Adventist,314,Community,Managing Across Cycle of Care,,,,,,,
Joint Replacement Learning Community,Adventist Medical Center,Percent TKA Patients with PRO before surgery,Adventist Medical Center,5/1/2014 0:00,TRUE,88,,Adventist,314,Community,Managing Across Cycle of Care,,,,,,,
Joint Replacement Learning Community,Adventist Medical Center,Percent TKA Patients with PRO before surgery,Adventist Medical Center,6/1/2014 0:00,TRUE,50,,Adventist,314,Community,Managing Across Cycle of Care,,,,,,,
Joint Replacement Learning Community,Adventist Medical Center,Percent TKA Patients with PRO before surgery,Adventist Medical Center,7/1/2014 0:00,TRUE,83,,Adventist,314,Community,Managing Across Cycle of Care,,,,,,,
Joint Replacement Learning Community,Adventist Medical Center,Percent TKA Patients with PRO before surgery,Adventist Medical Center,8/1/2014 0:00,TRUE,100,,Adventist,314,Community,Managing Across Cycle of Care,,,,,,,
Joint Replacement Learning Community,Adventist Medical Center,Percent VTE/DVT Prophylaxis,Adventist Medical Center,1/1/2014 0:00,TRUE,100,,Adventist,314,Community,Managing Across Cycle of Care,,,,,,,
Joint Replacement Learning Community,Adventist Medical Center,Percent VTE/DVT Prophylaxis,Adventist Medical Center,2/1/2014 0:00,TRUE,100,,Adventist,314,Community,Managing Across Cycle of Care,,,,,,,
Joint Replacement Learning Community,Adventist Medical Center,Percent VTE/DVT Prophylaxis,Adventist Medical Center,3/1/2014 0:00,TRUE,100,,Adventist,314,Community,Managing Across Cycle of Care,,,,,,,
Joint Replacement Learning Community,Adventist Medical Center,Percent VTE/DVT Prophylaxis,Adventist Medical Center,4/1/2014 0:00,TRUE,100,,Adventist,314,Community,Managing Across Cycle of Care,,,,,,,
Joint Replacement Learning Community,Adventist Medical Center,Percent VTE/DVT Prophylaxis,Adventist Medical Center,5/1/2014 0:00,TRUE,100,,Adventist,314,Community,Managing Across Cycle of Care,,,,,,,
Joint Replacement Learning Community,Adventist Medical Center,Percent VTE/DVT Prophylaxis,Adventist Medical Center,6/1/2014 0:00,TRUE,100,,Adventist,314,Community,Managing Across Cycle of Care,,,,,,,
Joint Replacement Learning Community,Adventist Medical Center,Percent VTE/DVT Prophylaxis,Adventist Medical Center,7/1/2014 0:00,TRUE,100,,Adventist,314,Community,Managing Across Cycle of Care,,,,,,,
Joint Replacement Learning Community,Adventist Medical Center,Percent VTE/DVT Prophylaxis,Adventist Medical Center,8/1/2014 0:00,TRUE,100,,Adventist,314,Community,Managing Across Cycle of Care,,,,,,,
Joint Replacement Learning Community,Adventist Medical Center,Percent VTE/DVT Prophylaxis,Adventist Medical Center,9/1/2014 0:00,TRUE,100,,Adventist,314,Community,Managing Across Cycle of Care,,,,,,,
Joint Replacement Learning Community,Advocate Health Care,30-day all cause Readmission Count THA,Advocate Health Care,1/1/2014 0:00,TRUE,0,,Advocate,4599,Community,Early Mobilization and Pain Management ,,,,,,,
Joint Replacement Learning Community,Advocate Health Care,30-day all cause Readmission Count THA,Advocate Health Care,2/1/2014 0:00,TRUE,0,,Advocate,4599,Community,Early Mobilization and Pain Management ,,,,,,,
Joint Replacement Learning Community,Advocate Health Care,30-day all cause Readmission Count THA,Advocate Health Care,3/1/2014 0:00,TRUE,0,,Advocate,4599,Community,Early Mobilization and Pain Management ,,,,,,,
Joint Replacement Learning Community,Advocate Health Care,30-day all cause Readmission Count THA,Advocate Health Care,4/1/2014 0:00,TRUE,0,,Advocate,4599,Community,Early Mobilization and Pain Management ,,,,,,,
Joint Replacement Learning Community,Advocate Health Care,30-day all cause Readmission Count THA,Advocate Health Care,5/1/2014 0:00,TRUE,1,,Advocate,4599,Community,Early Mobilization and Pain Management ,,,,,,,
Joint Replacement Learning Community,Advocate Health Care,30-day all cause Readmission Count THA,Advocate Health Care,6/1/2014 0:00,TRUE,0,,Advocate,4599,Community,Early Mobilization and Pain Management ,,,,,,,
Joint Replacement Learning Community,Advocate Health Care,30-day all cause Readmission Count THA,Advocate Health Care,7/1/2014 0:00,TRUE,0,,Advocate,4599,Community,Early Mobilization and Pain Management ,,,,,,,
Joint Replacement Learning Community,Advocate Health Care,30-day all cause Readmission Count THA,Advocate Health Care,8/1/2014 0:00,TRUE,0,,Advocate,4599,Community,Early Mobilization and Pain Management ,,,,,,,
Joint Replacement Learning Community,Advocate Health Care,30-day all cause Readmission Count THA,Advocate Health Care,9/1/2014 0:00,TRUE,0,,Advocate,4599,Community,Early Mobilization and Pain Management ,,,,,,,
Joint Replacement Learning Community,Advocate Health Care,30-day all cause Readmission Count TKA,Advocate Health Care,1/1/2014 0:00,TRUE,1,,Advocate,4599,Community,Early Mobilization and Pain Management ,,,,,,,
Joint Replacement Learning Community,Advocate Health Care,30-day all cause Readmission Count TKA,Advocate Health Care,2/1/2014 0:00,TRUE,0,,Advocate,4599,Community,Early Mobilization and Pain Management ,,,,,,,
